Brand Name,Price (INR),Product Name,Image URLs
Hirel's,"Rs.1,500.00",Textured Toe-Cap Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230602/o4sd/64792adad55b7d0c6335c09d/hirel%27s_brown_textured_toe-cap_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/o4sd/64792adad55b7d0c6335c08a/hirel%27s_brown_textured_toe-cap_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/o4sd/64792adad55b7d0c6335c088/hirel%27s_brown_textured_toe-cap_boots_with_zip_fastening.jpg']"
CATWALK,Rs.699.00,Reptilian Pattern Chunky-Heeled Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20220427/7CoW/6268524aaeb26921af453c0c/catwalk_tan_reptilian_pattern_chunky-heeled_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220427/7CoW/6268524aaeb26921af453c03/catwalk_tan_reptilian_pattern_chunky-heeled_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220427/7CoW/6268524aaeb26921af453c01/catwalk_tan_reptilian_pattern_chunky-heeled_mid-calf_boots.jpg']"
Histeria,Rs.799.00,Heeled Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230602/X1KO/647982aed55b7d0c63404d1d/histeria_blue_heeled_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/X1KO/647982aed55b7d0c63404d0d/histeria_blue_heeled_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/X1KO/647982aed55b7d0c63404d09/histeria_blue_heeled_lace-up_boots_.jpg']"
ID,"Rs.3,085.00",Round-Toe Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230822/BDJY/64e49b40ddf77915195fdbb4/id_black_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230822/BDJY/64e49b40ddf77915195fdbad/id_black_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230822/BDJY/64e49b40ddf77915195fdbaa/id_black_round-toe_lace-up_boots.jpg']"
ARBUNORE,Rs.693.00,Lace-Up Ankle-Length Combat Boots,"['https://assets.ajio.com/medias/sys_master/root/20211030/cM3E/617c45c0aeb2690110b22d3f/arbunore_black_lace-up_ankle-length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211030/cM3E/617c45c0aeb2690110b22d33/arbunore_black_lace-up_ankle-length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211030/cM3E/617c45c0aeb2690110b22d31/arbunore_black_lace-up_ankle-length_combat_boots.jpg']"
ADORLY,"Rs.1,254.00",Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230209/d8py/63e50923f997dde6f49ae318/adorly_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230209/d8py/63e50923f997dde6f49ae30b/adorly_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230209/d8py/63e50923f997dde6f49ae307/adorly_black_ankle-length_lace-up_boots.jpg']"
FAUSTO,"Rs.2,800.00",Slip Resistant Mid-Calf Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230624/RX5C/6496bc65a9b42d15c9e76c46/fausto_black_slip_resistant_mid-calf_length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/RX5C/6496bc65a9b42d15c9e76c37/fausto_black_slip_resistant_mid-calf_length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/RX5C/6496bc65a9b42d15c9e76c33/fausto_black_slip_resistant_mid-calf_length_boots_.jpg']"
ADORLY,"Rs.1,440.00",Ankle-Length Boots with Pull-Up Tab,"['https://assets.ajio.com/medias/sys_master/root/20230314/nZLl/641038a0aeb26924e3be1193/adorly_tan_ankle-length_boots_with_pull-up_tab.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230314/nZLl/641038a0aeb26924e3be117f/adorly_tan_ankle-length_boots_with_pull-up_tab.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230314/nZLl/641038a0aeb26924e3be117a/adorly_tan_ankle-length_boots_with_pull-up_tab.jpg']"
XE LOOKS,Rs.755.00,Women Regular Fit Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20231020/wGLa/6532ab88ddf77915194f2fab/xe_looks_brown_women_regular_fit_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231020/wGLa/6532ab88ddf77915194f2f9b/xe_looks_brown_women_regular_fit_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231020/wGLa/6532ab88ddf77915194f2f97/xe_looks_brown_women_regular_fit_ankle-length_boots_.jpg']"
STYLESTRY,"Rs.1,350.00",Knee-Length Boots with Synthetic upper,"['https://assets.ajio.com/medias/sys_master/root/20231019/Ufa1/65315926ddf77915194a7692/stylestry_black_knee-length_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231019/Ufa1/65315926ddf77915194a767f/stylestry_black_knee-length_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231019/Ufa1/65315926ddf77915194a767b/stylestry_black_knee-length_boots_with_synthetic_upper.jpg']"
Carlton London,Rs.725.00,Textured Mid-Top Boots with Side Zipper,"['https://assets.ajio.com/medias/sys_master/root/20201208/Iwb7/5fcf973eaeb269d563329f79/carlton_london_brown_textured_mid-top_boots_with_side_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20201208/Iwb7/5fcf973eaeb269d563329f6d/carlton_london_brown_textured_mid-top_boots_with_side_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20201208/Iwb7/5fcf973eaeb269d563329f67/carlton_london_brown_textured_mid-top_boots_with_side_zipper.jpg']"
Marks & Spencer,"Rs.2,730.00",Velvet Platform Square-Toe Ankle Boots,"['https://assets.ajio.com/medias/sys_master/root/20230707/DlNO/64a834baeebac147fc5d4a97/marks_%26_spencer_black_velvet_platform_square-toe_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/DlNO/64a834baeebac147fc5d4a93/marks_%26_spencer_black_velvet_platform_square-toe_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230707/DlNO/64a834baeebac147fc5d4a92/marks_%26_spencer_black_velvet_platform_square-toe_ankle_boots.jpg']"
EL PASO,Rs.980.00,Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230316/bIin/64129bddf997dde6f4fef556/el_paso_white_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230316/bIin/64129bddf997dde6f4fef54c/el_paso_white_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230316/bIin/64129bddf997dde6f4fef54a/el_paso_white_lace-up_ankle-length_boots.jpg']"
Shoetopia,Rs.798.00,Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230623/HCne/649519c042f9e729d789bc2c/shoetopia_black_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/HCne/649519c042f9e729d789bc20/shoetopia_black_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/HCne/649519c042f9e729d789bc1d/shoetopia_black_boots_with_zip_fastening.jpg']"
BUCIK,Rs.891.00,Round-Toe Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230610/zQJA/64837e15d55b7d0c635f0376/bucik_olive_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230610/zQJA/64837e15d55b7d0c635f0366/bucik_olive_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230610/zQJA/64837e15d55b7d0c635f0361/bucik_olive_round-toe_lace-up_boots.jpg']"
Gardin,"Rs.1,750.00",Ankle Length Slip-On Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230526/QFf0/646fbfdcd55b7d0c63fe46ec/gardin_black_ankle_length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/QFf0/646fbfdcd55b7d0c63fe46d6/gardin_black_ankle_length_slip-on_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/QFf0/646fbfdcd55b7d0c63fe46d1/gardin_black_ankle_length_slip-on_boots_.jpg']"
Shoetopia,"Rs.1,199.00",Ankle-Length Boots with Buckle-Closure,"['https://assets.ajio.com/medias/sys_master/root/20230801/zH0z/64c92449eebac147fc9cd810/shoetopia_black_ankle-length_boots_with_buckle-closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/zH0z/64c92449eebac147fc9cd800/shoetopia_black_ankle-length_boots_with_buckle-closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/zH0z/64c92449eebac147fc9cd7fc/shoetopia_black_ankle-length_boots_with_buckle-closure.jpg']"
WOODLAND,"Rs.2,796.00",Men Mid-Top Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230619/yIJB/6490805e42f9e729d74d84df/woodland_brown_men_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230619/yIJB/6490805e42f9e729d74d84ca/woodland_brown_men_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230619/yIJB/6490805e42f9e729d74d84c4/woodland_brown_men_mid-top_lace-up_boots.jpg']"
STEVE MADDEN,"Rs.6,750.00",Evermore Brown Dress Boot,"['https://assets.ajio.com/medias/sys_master/root/20221028/SEj9/635c09adaeb269659c63cdbf/steve_madden_black_evermore_brown_dress_boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/SEj9/635c09adaeb269659c63cda6/steve_madden_black_evermore_brown_dress_boot.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/SEj9/635c09adaeb269659c63cda0/steve_madden_black_evermore_brown_dress_boot.jpg']"
STEVE MADDEN,"Rs.6,300.00",Archey Cognac Dress Boots,"['https://assets.ajio.com/medias/sys_master/root/20221028/LKow/635beabdf997ddfdbd488ec4/steve_madden_brown_archey_cognac_dress_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/LKow/635beabdf997ddfdbd488ea7/steve_madden_brown_archey_cognac_dress_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221028/LKow/635beabdf997ddfdbd488ea2/steve_madden_brown_archey_cognac_dress_boots.jpg']"
PIERRE CARDIN,"Rs.2,400.00",Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230131/xmJU/63d93656f997dd708e3060ac/pierre_cardin_tan_brown_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230131/xmJU/63d93656f997dd708e3060a0/pierre_cardin_tan_brown_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230131/xmJU/63d93656f997dd708e30609d/pierre_cardin_tan_brown_ankle-length_lace-up_boots.jpg']"
Carlton London,Rs.835.00,Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220107/siD6/61d73736aeb2695cdd0764d0/carlton_london_tan_brown_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220107/siD6/61d73736aeb2695cdd0764c7/carlton_london_tan_brown_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220107/siD6/61d73736aeb2695cdd0764b9/carlton_london_tan_brown_lace-up_ankle-length_boots.jpg']"
CLARKS,"Rs.3,750.00",Plain-Toe Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230620/XEvs/6491e679d55b7d0c637c5073/clarks_grey_plain-toe_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/XEvs/6491e679d55b7d0c637c506a/clarks_grey_plain-toe_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/XEvs/6491e679d55b7d0c637c5068/clarks_grey_plain-toe_boots_with_lace_fastening.jpg']"
Flat n Heels,"Rs.2,309.00",Women Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20231011/wrgU/6525a5d0afa4cf41f5394b6c/flat_n_heels_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231011/wrgU/6525a5d0afa4cf41f5394b60/flat_n_heels_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231011/wrgU/6525a5d0afa4cf41f5394b5d/flat_n_heels_black_women_ankle-length_boots_with_zip_closure.jpg']"
DELIZE,"Rs.3,500.00",Lace-Up Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230624/VpCL/64962834a9b42d15c9d4073a/delize_brown_lace-up_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/VpCL/64962834a9b42d15c9d4072d/delize_brown_lace-up_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/VpCL/64962834a9b42d15c9d40729/delize_brown_lace-up_ankle-length_boots_.jpg']"
FENTACIA,"Rs.1,500.00",Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230624/5hp6/6496b459eebac147fcfbbdf0/fentacia_black_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/5hp6/6496b459eebac147fcfbbde5/fentacia_black_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/5hp6/6496b459eebac147fcfbbde2/fentacia_black_ankle-length_boots_with_zip_closure.jpg']"
Everqupid,"Rs.1,599.00",Women Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230919/J5mn/6509b971afa4cf41f5f18d9b/everqupid_black_women_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/J5mn/6509b971afa4cf41f5f18d8c/everqupid_black_women_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/J5mn/6509b971afa4cf41f5f18d87/everqupid_black_women_lace-up_ankle-length_boots.jpg']"
SHEZONE,Rs.699.00,Ankle-Length Boots with Embellished Detail,"['https://assets.ajio.com/medias/sys_master/root/20230824/GAY3/64e77cbbddf77915196a463e/shezone_brown_ankle-length_boots_with_embellished_detail.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230824/GAY3/64e77cbbddf77915196a4631/shezone_brown_ankle-length_boots_with_embellished_detail.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230824/GAY3/64e77cbbddf77915196a462f/shezone_brown_ankle-length_boots_with_embellished_detail.jpg']"
ADORLY,Rs.726.00,Ador women boots burgundy 36,"['https://assets.ajio.com/medias/sys_master/root/20221207/qyTe/6390a744f997ddfdbdc521fc/adorly_burgundy_ador_women_boots_burgundy_36.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221207/qyTe/6390a744f997ddfdbdc521f8/adorly_burgundy_ador_women_boots_burgundy_36.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221207/qyTe/6390a744f997ddfdbdc521f7/adorly_burgundy_ador_women_boots_burgundy_36.jpg']"
ADORLY,"Rs.1,155.00",Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220318/q5GV/6234a1c8f997dd03e21d9660/adorly_red_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220318/q5GV/6234a1c8f997dd03e21d9649/adorly_red_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220318/q5GV/6234a1c8f997dd03e21d9646/adorly_red_slip-on_ankle-length_boots.jpg']"
FASHION VICTIM,Rs.880.00,Round-Toe Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230628/9rAX/649be0cba9b42d15c90cc788/fashion_victim_tan_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/9rAX/649be0cba9b42d15c90cc777/fashion_victim_tan_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/9rAX/649be0cba9b42d15c90cc772/fashion_victim_tan_round-toe_ankle-length_lace-up_boots.jpg']"
JOHN KARSUN,"Rs.1,067.00",Genuine Leather Ankle Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230628/VIQd/649b5214eebac147fc0f9eea/john_karsun_black_genuine_leather_ankle_length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/VIQd/649b5214eebac147fc0f9ee6/john_karsun_black_genuine_leather_ankle_length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/VIQd/649b5214eebac147fc0f9ee5/john_karsun_black_genuine_leather_ankle_length_boots_.jpg']"
Fyre Rose,"Rs.1,050.00",Round-Toe Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230316/knQx/6412f190f997dde6f40032b8/fyre_rose_black_round-toe_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230316/knQx/6412f190f997dde6f40032a7/fyre_rose_black_round-toe_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230316/knQx/6412f190f997dde6f40032a3/fyre_rose_black_round-toe_chelsea_boots.jpg']"
PIERRE CARDIN,"Rs.1,600.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221110/TiZu/636d1e40f997ddfdbd6c4064/pierre_cardin_tan_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221110/TiZu/636d1e40f997ddfdbd6c4058/pierre_cardin_tan_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221110/TiZu/636d1e40f997ddfdbd6c4055/pierre_cardin_tan_lace-up_ankle-length_boots.jpg']"
ARBUNORE,Rs.945.00,Lace-Up Ankle-Length Combat Boots,"['https://assets.ajio.com/medias/sys_master/root/20211103/YH0z/61818786aeb2690110b74ddc/arbunore_brown_lace-up_ankle-length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211103/YH0z/61818786aeb2690110b74dd3/arbunore_brown_lace-up_ankle-length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211103/YH0z/61818786aeb2690110b74dd2/arbunore_brown_lace-up_ankle-length_combat_boots.jpg']"
Marc Loire,Rs.990.00,Reptilian Pattern Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220921/49Gw/632b2bb4aeb269dbb39cb51d/marc_loire_rose_gold_reptilian_pattern_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220921/49Gw/632b2bb4aeb269dbb39cb4f6/marc_loire_rose_gold_reptilian_pattern_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220921/49Gw/632b2bb4aeb269dbb39cb4ec/marc_loire_rose_gold_reptilian_pattern_ankle-length_boots.jpg']"
shences,"Rs.1,920.00",Genuine Leather Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230620/YJPl/649218d0d55b7d0c63802c67/shences_brown_genuine_leather_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/YJPl/649218d0d55b7d0c63802c59/shences_brown_genuine_leather_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/YJPl/649218d0d55b7d0c63802c56/shences_brown_genuine_leather_ankle-length_chelsea_boots.jpg']"
ADORLY,"Rs.1,064.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230221/IBCm/63f4d9acaeb26924e380d29d/adorly_olive_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230221/IBCm/63f4d9acaeb26924e380d27f/adorly_olive_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230221/IBCm/63f4d9acaeb26924e380d278/adorly_olive_lace-up_ankle-length_boots.jpg']"
Shoetopia,Rs.798.00,Ankle-Length Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230620/ABjC/64921272d55b7d0c637f5e1c/shoetopia_black_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/ABjC/64921272d55b7d0c637f5e09/shoetopia_black_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/ABjC/64921272d55b7d0c637f5e04/shoetopia_black_ankle-length_boots_with_lace_fastening.jpg']"
Shoetopia,"Rs.1,350.00",Knee-Length Boots with Zip,"['https://assets.ajio.com/medias/sys_master/root/20230526/mUiJ/646fbfacd55b7d0c63fe4407/shoetopia_black_knee-length_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/mUiJ/646fbfacd55b7d0c63fe43f2/shoetopia_black_knee-length_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/mUiJ/646fbfacd55b7d0c63fe43eb/shoetopia_black_knee-length_boots_with_zip.jpg']"
STEVE MADDEN,"Rs.5,500.00",Lace-Up Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220210/oBFU/62052cc0aeb26921af9278ae/steve_madden_burgundy_lace-up_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220210/oBFU/62052cc0aeb26921af9278a2/steve_madden_burgundy_lace-up_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220210/oBFU/62052cc0aeb26921af927895/steve_madden_burgundy_lace-up_mid-calf_length_boots.jpg']"
